r_id,s_id,sentence,sentence_sentiment
1251,7969,I ordered from DoorDash and when the driver called me to say that he couldn't find my place I was giving him directions on how to get to my place he got all flustered and told me I don't know man I don't know I just don't know where I'm going I'm going in circles and I said well maybe you should have a job like this if you don't know directions then he's like well where do I go and I go to where are you at cause I don't know man I don't know there's no street signs there's street signs all over.,0.0
67,676,"Be very careful when you use this platform, check your bank account for unauthorized transactions from this company.",-0.13
658,3977,Then i see my bank account to make sure i was not charged and guess what i WAS!,0.625
664,4023,"They delivered the order and everything seemed to be okay, but one day later I cheked my bank account and realized they charged me $85 for cancellation.",0.25
959,5819,Only thing is might take 3-5 business days to refund your $ to your bank account if a product is out of stock.,0.0
1134,6813,Lucky there was nothing in the bank account they tried to take it from.,0.3333333333333333
655,3951,"This has led to, at times, everyone picking a restaurant, each person going through the menu, placing the order, having it cancelled (or getting a pop up halfway through the order that the restaurant is ‘no longer available'); just to have to go through the whole process again.",0.3
1024,6211,"And the other half of the time the driver assigned seems to quit halfway through the order and then the whole process starts over again, making my food take 30-44 minutes longer.",-0.0305555555555555
1239,7849,And then I have to set them again and start the whole process over.,0.2
57,599,"The latest fiasco, they blocked me from ordering using my credit card but were perfectly fine taking my money from the same credit card for Grubhub+.",0.3055555555555556
72,705,Only after berating the first customer service person and being transferred to a supervisor then threatening to just have your credit card issue a chargeback will you be offered a refund.,0.125
101,889,"My credit card was charged for each of the deliveries they can't deliver, they said I have to also wait 5-7 days for that to be refunded.",0.0
148,1161,Plus the perks from certain credit cards and Grubhub rewards are very nice!👏,0.2071428571428571
151,1171,"When you have a major outage and you can't even get in touch with a human being, wait on hold for over 30 minutes, just to be hung up on, your credit card gets charged, and nothing is delivered.",0.03125
151,1174,I will dispute every charge with my credit card company and delete the app.,0.0
176,1283,"I then tried with my credit card and wouldn't you know it, it worked...I contacted customer service and it's been a week and a half of reviewing my account and it's still under review.",-0.1666666666666666
252,1628,using my personal credit card in my account to order food from another state.,0.0
443,2309,I caught it before they could charge anything and had to cancel my connected credit card.,0.0
517,2699,Still waiting for my refund and now I'm going to have to go through my credit card it seems.,0.0
541,2968,"The rep offered to give us a full refund but said we would have to call them back after our credit card payment has fully processed, in 1 to 2 days.",0.175
541,2969,Why can't you just void the credit card transaction?,0.0
709,4331,"I took it up with the credit card company, who refunded me.",0.0
709,4333,"Took up the issue with the second credit card company, who again refunded me.",0.0
921,5605,"Been waiting for months to a year for you guys to fix a ""quick"" problem that may not seem to be a big problem but sure proves yo be a nuisance (can't delete credit cards information off my account).",0.2833333333333333
1005,6051,I feel like im a fair customer and try my best to be honest and fair to my clients this is something that I am very unhappy about having to pay an extra almost $83 this month on my credit card for a order that was canceled within minutes of placing the order!,0.3699999999999999
1067,6415,"This app charges you money that they claim they will revert to credit card so basically they are playing with everyone's else money...I see this guys also edit the reviews to obtain higher rating, several 5 stars comments highlight how terrible is this app and its service",-0.25
1133,6804,Mind you this so called compensation I received previously was nearly $800 charged to my credit card that I in no way charged and could not find any of these charges on my DD account.,-0.0333333333333333
1136,6846,"They want me to provide the date of the charge, card number, exact amount…my apple credit card doesn't have numbers and I shouldn't have to go through the trouble of finding one, whatever that process may look like.",0.0249999999999999
1137,6860,It happened on my work credit card once and they don't issue refunds so I had to pay my company back the money out of my pocket.,0.0
1139,6883,"For context, I'm trying out DoorDash as my new go-to delivery app because I get complimentary DashPass with my new credit card.",0.1909090909090909
1253,7990,Now the app says my issue was resolved and I can't open a ticket again...Have to go to go to my credit card company and hopefully I can get refunded back what they stole...Don't ever use DoorDash.,0.0
1314,8426,"I've been ordering DoorDash lately and then I had to delete my credit card because of how my siblings would be using it without my permission, and now that I put in one credit card I have ,DoorDash expects me to have another credit card I only have one and I had to go get food myself, this is frustrating.",-0.2333333333333333
1314,8427,"I then had to ask my mom for her credit card for the second verification that it needed and it didn't work either, this is just very frustrating cause I don't have a car yet and have yo get myself one soon and now I'm having to get the food myself, I'm not complaint about getting the food myself I get to save more money like that but I don't like how DoorDash had to just expect their customers to have two credit cards",0.0325
1342,8634,I have Dash credits but wanted to use my credit card to pay for a meal and the app / website would not let me.,0.0
1088,6500,I ordered food for my sick 2 year old daughter and they took my money but didn't send out food and when I called them about it they said I didn't have an order on file.,-0.3071428571428571
93,838,The best they could do is give me a five dollar coupon.,1.0
129,1076,"Not only is that a major health concern, it's not what I paid for, and they refuse to do anything other than give you a 5 dollar coupon for cold food.",-0.165625
972,5901,For a company as big as this there should be a support number for customers they can call for any issues and actually be able to speak to a human on the other end to help resolve issues.,0.09375
49,535,The only thing they got right was the beverage and sides.,0.1428571428571428
525,2779,The only thing is about the workers.,0.0
