r_id,reference_review
1333,Often it takes 2x as long as the original estimate to get the food.
1333,Other times drivers will leave food at the completely wrong location.
1333,"Most recently the driver texted me to say the restaurant never got the order and I have to cancel and retry...From the users perspective it's pretty clear: here's my order, here's the money, please bring it to my location."
1333,"On the backend, it's an absolute disaster of restaurants and drivers getting paid way too little to put any effort in, and the result is something goes wrong...Order directly from the restaurant when you can."
1333,Pick it up yourself when you can.
1333,Use doordash as a last result and keep your expectations low.
103,Best drivers.
103,"Efficient, professional, and food comes closed in packaging so it seems safe but the price to order with all the fees adds up quick."
103,I only order from 3rd party delivery sites when I'm being really lazy or sick or use a place that doesn't have their own delivery ppl.
103,"It's an expensive last resort, yet reliable."
103,Way better than door-dash drivers who typically just don't care and will argue
681,"They lie on their website saying if you receive incorrect items and missing items, you'll receive a refund."
681,"I ordered pizzas that were never delivered, the driver and restaurant can confirm."
681,I have a picture of brownies in a pizza box to further prove it.
681,They put brownies in pizza boxes instead.
681,I never submitted a refund request before.
681,They keep saying my order is not eligible for refund but won't explain why.
681,"When I asked why it isn't eligible, they stopped responding to me through the app and twitter."
681,DO NOT RISK LOSING YOUR MONEY.
681,The worst customer service I have ever experienced and I will never use any Uber services again.
681,A billion dollar company stealing money from their customers is a shame.
681,Do not use Uber even if it's a last resort.
118,Please allow for option to edit a review for up at least 24hrs.
118,"For example, based on a previous experience with the restaurant itself, I decided to give it a good review."
